item_id,text,category,sub-category
2347,"Such clubs fan the spirit of victimhood and nurse self-focus.  Never a good thing to do.  I can't see St Maximilian Kolbe (feast day today) starting a club in Auschwitz for 'condemning the bigots' who gassed the Jews and himself.  Instead, he used all of his time very well...serving others.   Argument emptied.",social-group,jewish
2348,so basically you're fantisizing about getting a legal reason to kill someone. You are a horrible person,random,random
2349,"Hey, don't sweat it.  We kill thousands of Muslims every month over in the middle east.  We're well ahead in the body count.",social-group,muslim
2350,He didn't take action with the Jews in Rome.  He actually let them be rounded up.,social-group,jewish
2351,Most of us have grown up and no longer refer to gays as icky.  Time to move into the 21st Century.,social-group,LGB
2352,"Was this story written by a jew? The import tax is now 300%. Tell you what Globe, cancel my fucking subscription. Period.",social-group,jewish
2353,"GOD has changed?  Say what??  I doubt you studied Catholic theology on a graduate level; but if you did, get a refund.",social-group,christian
2354,"Funny, no parliamentary motion to quell the Quebec imam who preaches for the extermination of the 'accursed Jews.'",social-group,jewish
2355,"The press is trying to jump on every major and minor misstep Trump makes but many admire his politics. He has a very good chance of becoming the next president even though many, especially the establishment, do not like the idea.",moral,authority
2356,"The fact that religion is based completely on faith alone does not necessarily make it 'unequivocally' crazy. Your well-written comment would have been much stronger (for me, at least) if you had chosen a better example.",moral,purity
2357,Trump is their savior.  They said so.  If a protester is run over  by a car will Trump even speak about it?  The wery good people chanting “Jews will not replace us”.  What a disgusting pos,social-group,jewish
2358,"And here I thought we were doing so well, with not a cathouse or casino in town. I forgot about the homosexuals. No wonder we're being smitten.   (That was sarcasm, if anyone misunderstood.)",social-group,LGB
2359,Thank you for your service and may God keep all our military service members SAFE.,moral,purity
2360,Star_Chaser - 'The most bigoted people I have seen here are the Harper haters.'Just like Israelis and Jews who oppose the policies of the Israeli government are 'anti-Semites'? Your attempts to criminalize political opinion are pathetic.,random,random
2361,Canadians won't be in a position to say 'we have made amends' for at least a generation AFTER the government has demonstrated it is treating aboriginal people with respect. That has only just started after a decade of going backwards.,moral,authority
2362,Gee the geniuses at the Glob of Muck are just finding out that Trudeau is just your garden variety lying Liberal ..brilliant !,random,random
2363,"Transgenderism and other politically correct stupidity will be the downfall of Western civilization.  Sorry if this offends the minority, but most normal people are tired of this nonsense.",social-group,transgender
2364,"Ruling government' !! That says it all. Like yourself, Harpo appears to think he was elected to reign over us.",moral,authority
2365,Which military commander is saying that transsexuals are good for the military?  Name one.,social-group,transgender
2366,"Sure it was, HM, but the shooter was born in the USA. A Muslim ban would have changed nothing.",social-group,muslim
2367,A 'post-American era'--what is Hillary a secret Muslim like Obama?,social-group,muslim
2368,"Shias, Sunnis, and all other Muslims as well as Christians, Buddhists, Hindus etc. can find a safe haven in Israel. Just stroll around the streets of Jerusalem and see all the various worshipers freely observing their religious practices.",moral,purity
2369,"Oh boo hoo! Another sob story from the liberal Kool-Aid factory attempting to make us feel sorry for the most hateful, misogynistic, homophobic, racist group in Canada that produces the vast majority of terrorists. Not that the Globe is taking sides or anything...",social-group,LGB
2370,A transgender identy child has suicidal tenancies???  May want to inform the parents then.,social-group,transgender
2371,"Let me get their logic straight: Jesus was a pedophile, so it's ok for Roy Moore to be a pedophile?  Wow.  Just wow.",social-group,christian
2372,"Pizi It makes no sense to occupy a strip of land partially occupied by and surrounded by your enemies. Nothing to do with ownership of the land.  If Jews bought Palestine, their reception would be the same. It makes no sense to..........................",social-group,jewish
2373,CDNWorker writes: 'Honesty and integrity do matter.'=============The recent Ontario election demonstrated that these two things are not particularly high on the list of voter concerns.,moral,fairness
2374,I could also ask why left-wing Catholics supported an amoral philanderer conman like Bill Clinton.,social-group,christian
2375,Don't you find it is becoming rather monotonous and predictable? It may seem to be parodying traditionalists but in reality it is a mockery of the Catholic Faith.,social-group,christian
2376,"forwhatisworth, When these people started 50 years ago to want to kill all Jews and continue to think like that instead of negotiating a settlement they deserve what they have. Terrorists are terrorists and desrve to live in ruins.",social-group,jewish
2377,Yippee! And the point of this is what exactly? To trivialize homosexuality even further? I'm thinking opening the first all-gay lawn care service. That will make me 'courageous'!,social-group,LGB
2378,"So the children graduating from Catholic Schools have actual knowledge that the Catholics Imaginary Supernatural buddy is a fraud and public School Grads do not?  Private Schools do better because they can refuse or expel problem students, or ones that require more resources.",social-group,christian
